,Name,Sex,Age,Team,Games,Year,Season,Sport,Medal
7519,Nikolay Yefimovich Andrianov,M,23.0,Soviet Union,1976 Summer,1976,Summer,Gymnastics,2
7520,Nikolay Yefimovich Andrianov,M,23.0,Soviet Union,1976 Summer,1976,Summer,Gymnastics,3
7521,Nikolay Yefimovich Andrianov,M,23.0,Soviet Union,1976 Summer,1976,Summer,Gymnastics,3
7522,Nikolay Yefimovich Andrianov,M,23.0,Soviet Union,1976 Summer,1976,Summer,Gymnastics,2
7524,Nikolay Yefimovich Andrianov,M,23.0,Soviet Union,1976 Summer,1976,Summer,Gymnastics,3
7525,Nikolay Yefimovich Andrianov,M,23.0,Soviet Union,1976 Summer,1976,Summer,Gymnastics,1
7526,Nikolay Yefimovich Andrianov,M,27.0,Soviet Union,1980 Summer,1980,Summer,Gymnastics,2
7527,Nikolay Yefimovich Andrianov,M,27.0,Soviet Union,1980 Summer,1980,Summer,Gymnastics,3
7528,Nikolay Yefimovich Andrianov,M,27.0,Soviet Union,1980 Summer,1980,Summer,Gymnastics,2
7529,Nikolay Yefimovich Andrianov,M,27.0,Soviet Union,1980 Summer,1980,Summer,Gymnastics,3
7531,Nikolay Yefimovich Andrianov,M,27.0,Soviet Union,1980 Summer,1980,Summer,Gymnastics,1
7537,Arkadi Andriasyan,M,25.0,Soviet Union,1972 Summer,1972,Summer,Football,1
7538,Dragan Andri,M,22.0,Yugoslavia,1984 Summer,1984,Summer,Water Polo,3
7539,Dragan Andri,M,26.0,Yugoslavia,1988 Summer,1988,Summer,Water Polo,3
7547,Michel Andrieux,M,29.0,France,1996 Summer,1996,Summer,Rowing,1
7548,Michel Andrieux,M,33.0,France,2000 Summer,2000,Summer,Rowing,3
7554,Gheorghe Andriev,M,28.0,Romania,1996 Summer,1996,Summer,Canoeing,1
7556,Valeriy Oleksandrovych Andriitsev,M,25.0,Ukraine,2012 Summer,2012,Summer,Wrestling,2
7587,Vladimr Andrs,M,27.0,Czechoslovakia,1964 Summer,1964,Summer,Rowing,1
7602,Franz Josef Andrysek,M,22.0,Austria,1928 Summer,1928,Summer,Weightlifting,3
7608,Yekaterina Sergeyevna Andryushina,F,22.0,Russia,2008 Summer,2008,Summer,Handball,2
7612,Bohdan Andrzejewski,M,26.0,Poland,1968 Summer,1968,Summer,Fencing,1
7614,Robert Sebastian Andrzejuk,M,33.0,Poland,2008 Summer,2008,Summer,Fencing,2
7632,Matteo Anesi,M,21.0,Italy,2006 Winter,2006,Winter,Speed Skating,3
7672,Ral Anganuzzi,M,21.0,Argentina,1928 Summer,1928,Summer,Fencing,1
7697,Alberto Angelini,M,21.0,Italy,1996 Summer,1996,Summer,Water Polo,1
7716,Angel Angelov,M,24.0,Bulgaria,1972 Summer,1972,Summer,Boxing,2
7733,Stefan Georgiev Angelov,M,25.0,Bulgaria,1972 Summer,1972,Summer,Wrestling,1
7734,Stefan Georgiev Angelov,M,29.0,Bulgaria,1976 Summer,1976,Summer,Wrestling,1
7735,Yordan Angelov,M,26.0,Bulgaria,1980 Summer,1980,Summer,Volleyball,2
7775,Nadine Marejke Angerer,F,29.0,Germany,2008 Summer,2008,Summer,Football,1
7778,Peter Angerer,M,20.0,West Germany,1980 Winter,1980,Winter,Biathlon,1
7779,Peter Angerer,M,24.0,West Germany,1984 Winter,1984,Winter,Biathlon,2
7780,Peter Angerer,M,24.0,West Germany,1984 Winter,1984,Winter,Biathlon,3
7781,Peter Angerer,M,24.0,West Germany,1984 Winter,1984,Winter,Biathlon,1
7784,Peter Angerer,M,28.0,West Germany,1988 Winter,1988,Winter,Biathlon,2
7788,Tobias Angerer,M,24.0,Germany,2002 Winter,2002,Winter,Cross Country Skiing,1
7789,Tobias Angerer,M,28.0,Germany,2006 Winter,2006,Winter,Cross Country Skiing,1
7792,Tobias Angerer,M,28.0,Germany,2006 Winter,2006,Winter,Cross Country Skiing,2
7795,Tobias Angerer,M,32.0,Germany,2010 Winter,2010,Winter,Cross Country Skiing,2
7833,Paolo Angioni,M,26.0,Italy,1964 Summer,1964,Summer,Equestrianism,3
7841,Kurt Steven Angle,M,27.0,United States,1996 Summer,1996,Summer,Wrestling,3
7842,Giorgio Anglesio,M,34.0,Italy,1956 Summer,1956,Summer,Fencing,3
7854,"Heinrich ""Heiri"" Angst",M,40.0,Switzerland-1,1956 Winter,1956,Winter,Bobsleigh,3
7855,Max Angst,M,34.0,Switzerland-1,1956 Winter,1956,Winter,Bobsleigh,1
7865,Miguel ngel Angulo Valderrey,M,23.0,Spain,2000 Summer,2000,Summer,Football,2
7868,va Angyal,F,21.0,Hungary,1976 Summer,1976,Summer,Handball,1
7889,Victor Chinedu Anichebe,M,20.0,Nigeria,2008 Summer,2008,Summer,Football,2
7894,Yekaterina Yevgenyevna Anikeyeva,F,31.0,Russia,2000 Summer,2000,Summer,Water Polo,1
7896,Nikolay Petrovich Anikin,M,24.0,Soviet Union,1956 Winter,1956,Winter,Cross Country Skiing,3
7898,Nikolay Petrovich Anikin,M,28.0,Soviet Union,1960 Winter,1960,Winter,Cross Country Skiing,1
7900,Nikolay Petrovich Anikin,M,28.0,Soviet Union,1960 Winter,1960,Winter,Cross Country Skiing,1
7923,Nataliya Yuryevna Anisimova (Guskova-),F,27.0,Soviet Union,1988 Summer,1988,Summer,Handball,1
7924,Nataliya Yuryevna Anisimova (Guskova-),F,31.0,Unified Team,1992 Summer,1992,Summer,Handball,1
7927,Tatyana Mikhaylovna Anisimova (Poluboyarova-),F,26.0,Soviet Union,1976 Summer,1976,Summer,Athletics,2
7930,Vera Vasilyevna Anisimova (Mikheyeva-),F,24.0,Soviet Union,1976 Summer,1976,Summer,Athletics,1
7932,Vera Vasilyevna Anisimova (Mikheyeva-),F,28.0,Soviet Union,1980 Summer,1980,Summer,Athletics,2
7933,Marina Vyacheslavovna Anissina (-Dzhigurda),F,22.0,France-1,1998 Winter,1998,Winter,Figure Skating,1
7934,Marina Vyacheslavovna Anissina (-Dzhigurda),F,26.0,France-1,2002 Winter,2002,Winter,Figure Skating,3
7935,Herta Anita,F,26.0,Romania,1988 Summer,1988,Summer,Rowing,1
7936,Herta Anita,F,26.0,Romania,1988 Summer,1988,Summer,Rowing,2
7948,Hannelore Anke (-Hofmann),F,18.0,East Germany,1976 Summer,1976,Summer,Swimming,3
7950,Hannelore Anke (-Hofmann),F,18.0,East Germany,1976 Summer,1976,Summer,Swimming,3
7958,Erik Anker,M,24.0,Norna,1928 Summer,1928,Summer,Sailing,3
7960,Johan August Anker,M,40.0,Magda IX,1912 Summer,1912,Summer,Sailing,3
7961,Johan August Anker,M,56.0,Norna,1928 Summer,1928,Summer,Sailing,3
7962,Jan Geert Ankerman,M,22.0,Netherlands,1928 Summer,1928,Summer,Hockey,2
7968,Andrija Ankovi,M,23.0,Yugoslavia,1960 Summer,1960,Summer,Football,3
7980,Alyson Regina Annan,F,23.0,Australia,1996 Summer,1996,Summer,Hockey,3
7981,Alyson Regina Annan,F,27.0,Australia,2000 Summer,2000,Summer,Hockey,3
7987,Martin Annen,M,27.0,Switzerland-2,2002 Winter,2002,Winter,Bobsleigh,1
7989,Martin Annen,M,31.0,Switzerland-1,2006 Winter,2006,Winter,Bobsleigh,1
7990,Martin Annen,M,31.0,Switzerland-1,2006 Winter,2006,Winter,Bobsleigh,1
8002,Harold Edward Annison,M,24.0,Great Britain,1920 Summer,1920,Summer,Swimming,1
8014,Noriko Anno,F,28.0,Japan,2004 Summer,2004,Summer,Judo,3
8015,Pietro Annoni,M,33.0,Italy,1920 Summer,1920,Summer,Rowing,2
8037,Roman Sergeyevich Anoshkin,M,28.0,Russia,2016 Summer,2016,Summer,Canoeing,1
8040,Sajjad Anoushiravani Hamlabad,M,28.0,Iran,2012 Summer,2012,Summer,Weightlifting,2
8041,Aleksandre Anp'ilogovi,M,22.0,Soviet Union,1976 Summer,1976,Summer,Handball,3
8042,Aleksandre Anp'ilogovi,M,26.0,Soviet Union,1980 Summer,1980,Summer,Handball,2
8047,Jacques Anquetil,M,18.0,France,1952 Summer,1952,Summer,Cycling,1
8057,Daniela Anschtz-Thoms,F,31.0,Germany,2006 Winter,2006,Winter,Speed Skating,3
8061,Daniela Anschtz-Thoms,F,35.0,Germany,2010 Winter,2010,Winter,Speed Skating,3
8065,Renato Anselmi,M,32.0,Italy,1924 Summer,1924,Summer,Fencing,3
8066,Renato Anselmi,M,36.0,Italy,1928 Summer,1928,Summer,Fencing,2
8067,Renato Anselmi,M,40.0,Italy,1932 Summer,1932,Summer,Fencing,2
8071,Michel Ansermet,M,35.0,Switzerland,2000 Summer,2000,Summer,Shooting,2
8079,Giselle Anne Ansley,F,24.0,Great Britain,2016 Summer,2016,Summer,Hockey,3
8087,Henri Lucien Ernest Eugne Anspach,M,29.0,Belgium,1912 Summer,1912,Summer,Fencing,3
8090,Paul Eugne Albert Anspach,M,26.0,Belgium,1908 Summer,1908,Summer,Fencing,1
8093,Paul Eugne Albert Anspach,M,30.0,Belgium,1912 Summer,1912,Summer,Fencing,3
8094,Paul Eugne Albert Anspach,M,30.0,Belgium,1912 Summer,1912,Summer,Fencing,3
8095,Paul Eugne Albert Anspach,M,38.0,Belgium,1920 Summer,1920,Summer,Fencing,2
8097,Paul Eugne Albert Anspach,M,42.0,Belgium,1924 Summer,1924,Summer,Fencing,2
8105,Dana Antal,F,24.0,Canada,2002 Winter,2002,Winter,Ice Hockey,3
8113,Rbert Antal (Adler),M,30.0,Hungary,1952 Summer,1952,Summer,Water Polo,3
8131,Mrta Antal-Rudas,F,27.0,Hungary,1964 Summer,1964,Summer,Athletics,2
8142,Zdzisaw Antczak,M,28.0,Poland,1976 Summer,1976,Summer,Handball,1
8161,Dborah Jessica Anthonioz,F,31.0,France,2010 Winter,2010,Winter,Snowboarding,2
8164,Carmelo Kyan Anthony,M,20.0,United States,2004 Summer,2004,Summer,Basketball,1
8165,Carmelo Kyan Anthony,M,24.0,United States,2008 Summer,2008,Summer,Basketball,3
8166,Carmelo Kyan Anthony,M,28.0,United States,2012 Summer,2012,Summer,Basketball,3
8167,Carmelo Kyan Anthony,M,32.0,United States,2016 Summer,2016,Summer,Basketball,3
8170,Georges Anthony,M,,Belgium,1928 Summer,1928,Summer,Rowing,1
8177,Michael Anthony Parris,M,22.0,Guyana,1980 Summer,1980,Summer,Boxing,1
8182,"Michael E. ""Mike"" Anti",M,40.0,United States,2004 Summer,2004,Summer,Shooting,2
8189,Salvatore Antibo,M,26.0,Italy,1988 Summer,1988,Summer,Athletics,2
8192,"Joseph Anthony ""Joe"" Antic",M,29.0,India,1960 Summer,1960,Summer,Hockey,2
8193,Sava Anti,M,26.0,Yugoslavia,1956 Summer,1956,Summer,Football,2
8219,Aleksy Antkiewicz,M,24.0,Poland,1948 Summer,1948,Summer,Boxing,1
8220,Aleksy Antkiewicz,M,28.0,Poland,1952 Summer,1952,Summer,Boxing,2
8232,"Matthew ""Matt"" Antoine",M,28.0,United States,2014 Winter,2014,Winter,Skeleton,1
8271,Peter Thomas Antonie,M,34.0,Australia,1992 Summer,1992,Summer,Rowing,3
8276,Micha Antoniewicz (-Woysym),M,30.0,Poland,1928 Summer,1928,Summer,Equestrianism,2
8278,Micha Antoniewicz (-Woysym),M,30.0,Poland,1928 Summer,1928,Summer,Equestrianism,1
8280,Edvard Antonijevi,M,25.0,Yugoslavia,1928 Summer,1928,Summer,Gymnastics,1
8291,Michele Antonioli,M,25.0,Italy,2002 Winter,2002,Winter,Short Track Speed Skating,2
8292,Mariela Andrea Antoniska Arrondo,F,25.0,Argentina,2000 Summer,2000,Summer,Hockey,2
8293,Mariela Andrea Antoniska Arrondo,F,29.0,Argentina,2004 Summer,2004,Summer,Hockey,1
8300,Oleg Antonov,M,28.0,Italy,2016 Summer,2016,Summer,Volleyball,2
8303,Semyon Sergeyevich Antonov,M,23.0,Russia,2012 Summer,2012,Summer,Basketball,1
8307,Vladislav Nikolayevich Antonov,M,22.0,Russia,2014 Winter,2014,Winter,Luge,2
8309,Yaroslav Viktorovich Antonov,M,25.0,Soviet Union,1988 Summer,1988,Summer,Volleyball,2
8316,Olena Anatolivna Antonova,F,36.0,Ukraine,2008 Summer,2008,Summer,Athletics,1
8318,Yelena Petrovna Antonova,F,23.0,Soviet Union,1976 Summer,1976,Summer,Rowing,1
8323,Hans Bertil Augustin Antonsson,M,27.0,Sweden,1948 Summer,1948,Summer,Wrestling,2
8324,Hans Bertil Augustin Antonsson,M,30.0,Sweden,1952 Summer,1952,Summer,Wrestling,2
8327,Hans Yngve Antonsson,M,25.0,Sweden,1960 Summer,1960,Summer,Wrestling,1
8354,Oegs Antropovs,M,20.0,Soviet Union,1968 Summer,1968,Summer,Volleyball,3
8356,Ants Antson,M,25.0,Soviet Union,1964 Winter,1964,Winter,Speed Skating,3
8368,"Kaarlo Johan Jalmari ""Kalle"" Anttila",M,32.0,Finland,1920 Summer,1920,Summer,Wrestling,3
8369,"Kaarlo Johan Jalmari ""Kalle"" Anttila",M,36.0,Finland,1924 Summer,1924,Summer,Wrestling,3
8380,Nataliya Nikolayevna Antyukh,F,23.0,Russia,2004 Summer,2004,Summer,Athletics,1
8381,Nataliya Nikolayevna Antyukh,F,23.0,Russia,2004 Summer,2004,Summer,Athletics,2
8382,Nataliya Nikolayevna Antyukh,F,31.0,Russia,2012 Summer,2012,Summer,Athletics,3
8383,Nataliya Nikolayevna Antyukh,F,31.0,Russia,2012 Summer,2012,Summer,Athletics,2
8395,Aleksandr Aleksandrovich Anufriyev,M,26.0,Soviet Union,1952 Summer,1952,Summer,Athletics,1
8406,Saeed Anwar,M,20.0,Pakistan,1964 Summer,1964,Summer,Hockey,2
8407,Saeed Anwar,M,24.0,Pakistan,1968 Summer,1968,Summer,Hockey,3
8408,Saeed Anwar,M,28.0,Pakistan,1972 Summer,1972,Summer,Hockey,2
8429,Seiji Aochi,M,29.0,Japan,1972 Winter,1972,Winter,Ski Jumping,1
8449,Mayumi Aoki (-Nishiguti),F,19.0,Japan,1972 Summer,1972,Summer,Swimming,3
8475,Sad Aouita,M,24.0,Morocco,1984 Summer,1984,Summer,Athletics,3
8476,Sad Aouita,M,28.0,Morocco,1988 Summer,1988,Summer,Athletics,1
8491,Eref Apak,M,22.0,Turkey,2004 Summer,2004,Summer,Athletics,1
8495,Nikolay Sergeyevich Apalikov,M,29.0,Russia,2012 Summer,2012,Summer,Volleyball,3
8496,Onyekachi Apam,M,21.0,Nigeria,2008 Summer,2008,Summer,Football,2
8497,Dmitry Borisovich Apanasenko,M,21.0,Soviet Union,1988 Summer,1988,Summer,Water Polo,1
8498,Dmitry Borisovich Apanasenko,M,25.0,Unified Team,1992 Summer,1992,Summer,Water Polo,1
8516,Katrin Apel,F,24.0,Germany,1998 Winter,1998,Winter,Biathlon,1
8517,Katrin Apel,F,24.0,Germany,1998 Winter,1998,Winter,Biathlon,3
8521,Katrin Apel,F,28.0,Germany,2002 Winter,2002,Winter,Biathlon,3
8524,Katrin Apel,F,32.0,Germany,2006 Winter,2006,Winter,Biathlon,2
8525,Knut Tore Apeland,M,23.0,Norway,1992 Winter,1992,Winter,Nordic Combined,2
8527,Knut Tore Apeland,M,25.0,Norway,1994 Winter,1994,Winter,Nordic Combined,2
8530,"Hermann ""Armand"" Apell",M,23.0,France,1928 Summer,1928,Summer,Boxing,2
8546,Angelica Aposteanu (Chertic-),F,25.0,Romania,1980 Summer,1980,Summer,Rowing,1
8547,Chira Irina Apostol (-Stoian),F,24.0,Romania,1984 Summer,1984,Summer,Rowing,3
8573,Stoyan Ivanov Apostolov,M,26.0,Bulgaria,1972 Summer,1972,Summer,Wrestling,2
8588,"Gabriele Marion ""Gaby"" Appel (-Reimann)",F,26.0,West Germany,1984 Summer,1984,Summer,Hockey,2
8596,Tessa Appeldoorn,F,27.0,Netherlands,2000 Summer,2000,Summer,Rowing,2
8605,Emilia Elisabeth Appelqvist,F,26.0,Sweden,2016 Summer,2016,Summer,Football,2
8613,Ingo Appelt,M,30.0,Austria-1,1992 Winter,1992,Winter,Bobsleigh,3
8626,"William Reuben ""Willie"" Applegarth",M,21.0,Great Britain,1912 Summer,1912,Summer,Athletics,1
8627,"William Reuben ""Willie"" Applegarth",M,21.0,Great Britain,1912 Summer,1912,Summer,Athletics,3
8628,Lloyd Otto Appleton,M,22.0,United States,1928 Summer,1928,Summer,Wrestling,2
8634,Gillian Mary Apps,F,22.0,Canada,2006 Winter,2006,Winter,Ice Hockey,3
8635,Gillian Mary Apps,F,26.0,Canada,2010 Winter,2010,Winter,Ice Hockey,3
8636,Gillian Mary Apps,F,30.0,Canada,2014 Winter,2014,Winter,Ice Hockey,3
8652,Vladimer Aptsiauri,M,26.0,Soviet Union,1988 Summer,1988,Summer,Fencing,3
8661,Javier Ignacio Aquino Carmona,M,22.0,Mexico,2012 Summer,2012,Summer,Football,3
8668,Reyhan Arabacolu,M,21.0,Turkey,2004 Summer,2004,Summer,Weightlifting,1
8674,Claude Henri Ferdinand Dalmas Arabo,M,27.0,France,1964 Summer,1964,Summer,Fencing,2
8678,Patricio Arabolaza Aramburu,M,27.0,Spain,1920 Summer,1920,Summer,Football,2
8686,Yael Arad,F,25.0,Israel,1992 Summer,1992,Summer,Judo,2
8688,Lajos Aradi (Kmetyk),M,28.0,Hungary,1912 Summer,1912,Summer,Gymnastics,2
8700,Lorenzo Aragon Armenteros,M,30.0,Cuba,2004 Summer,2004,Summer,Boxing,2
8701,Yosvany Aragn Rodrguez,M,26.0,Cuba,2000 Summer,2000,Summer,Baseball,2
8703,Hirooki Arai,M,28.0,Japan,2016 Summer,2016,Summer,Athletics,1
8705,Masao Arai,M,27.0,Japan,1976 Summer,1976,Summer,Wrestling,1
8708,Nobuo Arai,M,,Japan,1928 Summer,1928,Summer,Swimming,2
8713,Shigeo Arai,M,19.0,Japan,1936 Summer,1936,Summer,Swimming,1
8714,Shigeo Arai,M,19.0,Japan,1936 Summer,1936,Summer,Swimming,3
8730,Shizuka Arakawa,F,24.0,Japan,2006 Winter,2006,Winter,Figure Skating,3
8734,Erika Araki,F,27.0,Japan,2012 Summer,2012,Summer,Volleyball,1
8745,Yuko Arakida,F,22.0,Japan,1976 Summer,1976,Summer,Volleyball,3
8826,Daniel Aranzubia Aguado,M,20.0,Spain,2000 Summer,2000,Summer,Football,2
8827,Ren Araou,M,21.0,France,1924 Summer,1924,Summer,Rugby,2
8834,Franjo Arapovi,M,23.0,Yugoslavia,1988 Summer,1988,Summer,Basketball,2
8835,Franjo Arapovi,M,27.0,Croatia,1992 Summer,1992,Summer,Basketball,2
8850,Magomedkhan Suleymanovich Aratsilov,M,29.0,Soviet Union,1980 Summer,1980,Summer,Wrestling,2
8851,Adriana dos Santos Arajo,F,30.0,Brazil,2012 Summer,2012,Summer,Boxing,1
8853,Alexandra Araujo,F,32.0,Italy,2004 Summer,2004,Summer,Water Polo,3
8878,Rodica Arba-Pucatu,F,18.0,Romania,1980 Summer,1980,Summer,Rowing,1
8879,Rodica Arba-Pucatu,F,22.0,Romania,1984 Summer,1984,Summer,Rowing,3
8880,Rodica Arba-Pucatu,F,26.0,Romania,1988 Summer,1988,Summer,Rowing,3
8881,Rodica Arba-Pucatu,F,26.0,Romania,1988 Summer,1988,Summer,Rowing,2
8910,Eduard Arbs Borras,M,25.0,Spain,2008 Summer,2008,Summer,Hockey,2
8913,Jaime Arbs Serra,M,28.0,Spain,1980 Summer,1980,Summer,Hockey,2
8917,Juan Arbs Perarnau,M,27.0,Spain,1980 Summer,1980,Summer,Hockey,2
8927,Anelija Arbutina (-arenac),F,21.0,Yugoslavia,1988 Summer,1988,Summer,Basketball,2
8940,Fernando Arcega Aperte,M,23.0,Spain,1984 Summer,1984,Summer,Basketball,2
8947,Archenoul,M,,France,1900 Summer,1900,Summer,Equestrianism,2
8952,"John ""Jack"" Archer",M,26.0,Great Britain,1948 Summer,1948,Summer,Athletics,2
8953,"Alexander ""Sandy"" Archer",M,25.0,Great Britain,1936 Winter,1936,Winter,Ice Hockey,3
8956,Simon David Archer,M,27.0,Great Britain-2,2000 Summer,2000,Summer,Badminton,1
8961,"David John ""Dave"" Archibald",M,22.0,Canada,1992 Winter,1992,Winter,Ice Hockey,2
8964,"Edward Blake ""Ed"" Archibald",M,24.0,Canada,1908 Summer,1908,Summer,Athletics,1
8966,"Jeffrey Victor ""Jeff"" Archibald",M,24.0,New Zealand,1976 Summer,1976,Summer,Hockey,3
8969,Katie Louise Archibald,F,22.0,Great Britain,2016 Summer,2016,Summer,Cycling,3
8982,Angelo Arcidiacono,M,20.0,Italy,1976 Summer,1976,Summer,Fencing,2
8983,Angelo Arcidiacono,M,28.0,Italy,1984 Summer,1984,Summer,Fencing,3
9004,Daphne Arden (-Slater),F,22.0,Great Britain,1964 Summer,1964,Summer,Athletics,1
9026,"Ermenegildo ""Gildo"" Arena",M,27.0,Italy,1948 Summer,1948,Summer,Water Polo,3
9027,"Ermenegildo ""Gildo"" Arena",M,31.0,Italy,1952 Summer,1952,Summer,Water Polo,1
9043,Yordanis Arencibia Verdecia,M,24.0,Cuba,2004 Summer,2004,Summer,Judo,1
9044,Yordanis Arencibia Verdecia,M,28.0,Cuba,2008 Summer,2008,Summer,Judo,1
9045,Dieter Arend,M,21.0,Germany,1936 Summer,1936,Summer,Rowing,3
9074,Charles Archer Arentz,M,41.0,Mosk II,1920 Summer,1920,Summer,Sailing,3
9094,Paul Arets,M,,Belgium,1920 Summer,1920,Summer,Gymnastics,1
9123,Alessandro Argenton,M,27.0,Italy,1964 Summer,1964,Summer,Equestrianism,3
9126,Alessandro Argenton,M,35.0,Italy,1972 Summer,1972,Summer,Equestrianism,2
9138,Joahnys Oscar Argilagos Prez,M,19.0,Cuba,2016 Summer,2016,Summer,Boxing,1
9143,"Edwin Yancey ""Eddie"" Argo",M,36.0,United States,1932 Summer,1932,Summer,Equestrianism,3
9159,Antonius Budi Ariantho,M,24.0,Indonesia-1,1996 Summer,1996,Summer,Badminton,1
9193,"Marcus Mills Pomeroy ""Mark"" Arie",M,38.0,United States,1920 Summer,1920,Summer,Shooting,3
9194,"Marcus Mills Pomeroy ""Mark"" Arie",M,38.0,United States,1920 Summer,1920,Summer,Shooting,3
9197,Luigi Arienti,M,23.0,Italy,1960 Summer,1960,Summer,Cycling,3
9211,Yuko Arimori (-Wilson),F,25.0,Japan,1992 Summer,1992,Summer,Athletics,2
9212,Yuko Arimori (-Wilson),F,29.0,Japan,1996 Summer,1996,Summer,Athletics,1
9226,Magomed Davudovich Aripgadzhiyev,M,26.0,Belarus,2004 Summer,2004,Summer,Boxing,2
9232,Pedro Arispe,M,23.0,Uruguay,1924 Summer,1924,Summer,Football,3
9233,Pedro Arispe,M,27.0,Uruguay,1928 Summer,1928,Summer,Football,3
9260,William Peixoto Arjona,M,37.0,Brazil,2016 Summer,2016,Summer,Volleyball,3
9274,Anna Valeryevna Arkhipova,F,31.0,Russia,2004 Summer,2004,Summer,Basketball,1
9285,Vasyl Albertovych Arkhypenko,M,23.0,Soviet Union,1980 Summer,1980,Summer,Athletics,2
9300,Tobias Arlt,M,26.0,Germany-1,2014 Winter,2014,Winter,Luge,3
9301,Tobias Arlt,M,26.0,Germany,2014 Winter,2014,Winter,Luge,3
9312,Mario Armano,M,21.0,Italy-1,1968 Winter,1968,Winter,Bobsleigh,3
9317,Dumitru Armel,M,,Romania,1924 Summer,1924,Summer,Rugby,1
9318,Mihaela Armescu,F,20.0,Romania,1984 Summer,1984,Summer,Rowing,2
9319,Mihaela Armescu,F,25.0,Romania,1988 Summer,1988,Summer,Rowing,1
9320,Mihaela Armescu,F,25.0,Romania,1988 Summer,1988,Summer,Rowing,2
9321,Barbara Armbrust,F,20.0,Canada,1984 Summer,1984,Summer,Rowing,2
9357,"Heather Joy Armitage (-Young, -McClelland)",F,19.0,Great Britain,1952 Summer,1952,Summer,Athletics,1
9360,"Heather Joy Armitage (-Young, -McClelland)",F,23.0,Great Britain,1956 Summer,1956,Summer,Athletics,2
9361,"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,23.0,Great Britain,2012 Summer,2012,Summer,Cycling,2
9374,"Raymond Richard ""Ray"" Armstead",M,24.0,United States,1984 Summer,1984,Summer,Athletics,3
9376,Aaron Nigel Armstrong,M,30.0,Trinidad and Tobago,2008 Summer,2008,Summer,Athletics,3
9381,"Elizabeth ""Betsey"" Armstrong",F,25.0,United States,2008 Summer,2008,Summer,Water Polo,2
9382,"Elizabeth ""Betsey"" Armstrong",F,29.0,United States,2012 Summer,2012,Summer,Water Polo,3
9383,Charles Ewing Armstrong,M,22.0,Vesper Boat Club,1904 Summer,1904,Summer,Rowing,3
9390,"Debra Rae ""Debbie"" Armstrong",F,20.0,United States,1984 Winter,1984,Winter,Alpine Skiing,3
9394,Duncan John D'Arcy Armstrong,M,20.0,Australia,1988 Summer,1988,Summer,Swimming,3
9395,Duncan John D'Arcy Armstrong,M,20.0,Australia,1988 Summer,1988,Summer,Swimming,2
9398,Dylan Armstrong,M,27.0,Canada,2008 Summer,2008,Summer,Athletics,1
9400,Beatrice Eileen Armstrong (-Purdy),F,26.0,Great Britain,1920 Summer,1920,Summer,Diving,2
9405,"Jennifer Margaret ""Jenny"" Armstrong",F,30.0,Australia,2000 Summer,2000,Summer,Sailing,3
9408,"James Michael ""Jim"" Armstrong",M,31.0,Australia,1948 Summer,1948,Summer,Wrestling,1
9413,Kristin Ann Armstrong (-Savola),F,34.0,United States,2008 Summer,2008,Summer,Cycling,3
9415,Kristin Ann Armstrong (-Savola),F,38.0,United States,2012 Summer,2012,Summer,Cycling,3
9417,Kristin Ann Armstrong (-Savola),F,42.0,United States,2016 Summer,2016,Summer,Cycling,3
9432,"Michel Taylor ""Tate"" Armstrong",M,20.0,United States,1976 Summer,1976,Summer,Basketball,3
9453,Jorge Jordi Arnau Creus,M,26.0,Spain,1996 Summer,1996,Summer,Hockey,2
9455,"Javier ""Xavi"" Arnau Creus",M,23.0,Spain,1996 Summer,1996,Summer,Hockey,2
9463,Zlatan Arnautovi,M,27.0,Yugoslavia,1984 Summer,1984,Summer,Handball,3
9469,Horst Arndt,M,22.0,Germany,1956 Summer,1956,Summer,Rowing,2
9471,Judith Arndt,F,19.0,Germany,1996 Summer,1996,Summer,Cycling,1
9476,Judith Arndt,F,28.0,Germany,2004 Summer,2004,Summer,Cycling,2
9481,Judith Arndt,F,36.0,Germany,2012 Summer,2012,Summer,Cycling,2
9490,Eva Johanne Arndt-Riise,F,28.0,Denmark,1948 Summer,1948,Summer,Swimming,2
9492,Tor Birger Arneberg,M,23.0,Elisabeth X,1952 Summer,1952,Summer,Sailing,2
9494,Raul Arnemann,M,23.0,Soviet Union,1976 Summer,1976,Summer,Rowing,1
9501,Jay Joseph Hoyland Arnette,M,21.0,United States,1960 Summer,1960,Summer,Basketball,3
9506,Albert Stephan Arnheiter,M,21.0,Ludwigshafener Ruderverein,1912 Summer,1912,Summer,Rowing,3
9512,Clemens Arnold,M,25.0,Germany,2004 Summer,2004,Summer,Hockey,1
9513,"Donald John ""Don"" Arnold",M,21.0,Canada,1956 Summer,1956,Summer,Rowing,3
9514,"Donald John ""Don"" Arnold",M,25.0,Canada,1960 Summer,1960,Summer,Rowing,2
